"Duns","Lat","Lon"
202552,43.81,-79.50
202553,42.28,-82.95
209803451,43.36,-80.29
812511269,31.75,-106.43
23016,25.50,-100.98
23768,25.50,-100.97
812502693,25.51,-100.97
813193547,25.56,-100.92
951580959,25.47,-100.99
811086750,25.60,-103.45
23762,19.30,-99.62
812377612,19.29,-99.62
23012,20.94,-101.37
257527,20.94,-101.37
782643,21.01,-101.50
812128940,20.94,-101.38
812549264,20.94,-101.37
812879278,20.51,-100.89
812949840,20.97,-101.43
815168448,20.94,-101.38
812735359,20.49,-103.56
202604,25.75,-100.13
202619,25.72,-100.53
782646,25.78,-100.43
951639064,25.72,-100.13
812506467,19.11,-98.24
951639022,19.16,-98.38
812839493,20.56,-100.26
23773,21.99,-100.87
782645,21.97,-100.87
951611308,22.05,-100.87
999999,27.60,-99.52
5382346,40.27,-86.55
117922289,39.48,-86.00
130358682,37.77,-84.84
621626597,38.19,-84.54
259341,42.34,-83.45
261057,42.48,-82.97
5552945,43.01,-83.69
17079625,42.92,-85.70
39697888,42.23,-83.30
70628511,42.97,-83.71
78749094,42.33,-85.28
79401339,42.22,-85.54
106754013,42.26,-84.97
151328205,42.85,-85.54
180132420,42.53,-83.10
793115254,42.64,-83.15
828824347,42.34,-83.45
12839643,43.16,-78.73
39102900,43.18,-77.65
5050273,41.28,-84.31
118858103,40.30,-84.16
118806271,33.06,-80.19
169603243,36.47,-82.80
19106121,29.60,-98.28
118239463,28.72,-100.45
122584894,28.72,-100.45
807886242,27.61,-99.46
610835147,42.69,-87.88
136945081,38.24,-82.60
951644117,25.57,-100.88
23007,20.94,-101.38
951610681,25.75,-99.98
951644234,28.67,-106.13
951642641,20.15,-100.51
118898095,42.67,-83.04
152371,42.50,-83.53
84594725,41.46,-84.53
94794039,41.67,-91.97
812397099,18.84,-97.09
816651616,22.90,-102.66
167981,31.70,-106.26
78379977,25.95,-97.41
11111122,21.98,-100.88
588113949,22.05,-100.87
812138881,31.66,-106.34
815105697,31.66,-106.34
812814794,25.69,-100.13
812819603,22.11,-100.82
812823383,27.94,-110.81
813155603,25.36,-101.01
202609,19.12,-98.26
812824474,25.79,-100.16
951605796,20.49,-103.56
23764,25.51,-100.97
118979870,42.37,-83.35
84585152,36.90,-84.05
951649921,20.78,-101.32
146257907,34.59,-86.55
18422779,26.15,-98.29
620896436,28.72,-100.47
80445381,42.70,-83.23
202651,36.58,-87.29
80021910,34.76,-86.97
962364647,34.44,-85.74
137468836,32.70,-85.31
962208450,34.62,-86.06
79141269,36.17,-94.22
4239019,31.34,-110.96
788404598,31.34,-110.96
78890088,32.69,-115.49
968047360,33.69,-117.84
80675075,34.05,-117.55
812857290,32.57,-117.00
80062565,34.44,-118.61
782587,31.65,-106.34
829948368,41.61,-73.08
951639084,25.58,-100.90
816222152,19.32,-99.57
174475236,27.89,-82.72
4057204,29.29,-81.11
195383906,33.96,-83.34
932662133,33.75,-84.56
153950139,34.46,-84.93
3305463,34.60,-83.50
832605641,32.52,-84.96
116979917,34.09,-83.15
933874026,34.26,-83.83
606286888,33.86,-84.19
24047364,32.85,-85.12
26956407,41.64,-93.57
969007884,41.58,-92.51
6147342,38.36,-88.05
44228526,41.68,-87.76
837501642,41.86,-88.29
202298,41.97,-87.94
80088455,41.68,-88.11
795125004,38.07,-88.18
779941397,40.13,-87.55
42076091,41.83,-89.45
78874634,41.90,-88.01
80146753,37.73,-89.01
152054409,38.36,-89.36
608395864,38.38,-89.37
51713910,39.58,-87.69
604706382,38.61,-88.97
256172,42.00,-88.30
804419273,41.91,-88.26
831106351,41.91,-88.26
93905479,39.30,-85.21
64717119,40.74,-85.18
831128231,41.42,-84.86
147930978,41.22,-85.31
246348,39.19,-85.90
608167276,39.12,-85.95
181417572,38.23,-86.12
202537,41.69,-85.87
928149256,38.01,-87.53
74330044,41.02,-85.12
607304180,41.12,-85.19
202577,41.35,-85.11
784698474,41.74,-86.12
180021321,39.35,-85.46
1672096,39.57,-86.09
238162,38.40,-86.91
782577,41.44,-85.22
848032280,40.45,-86.09
5050463,41.47,-85.59
121584338,40.56,-85.69
87834714,41.68,-86.18
969520808,40.97,-84.86
808586585,38.36,-85.81
144239621,40.98,-85.78
849797279,41.35,-86.33
197077944,38.96,-85.85
611712886,39.54,-85.79
299883,41.67,-85.57
143760838,39.34,-87.39
8981037,40.11,-87.24
81349059,39.96,-86.39
602057614,37.59,-84.30
133879242,36.95,-86.48
156852720,37.03,-86.32
78533616,37.63,-84.82
195036272,37.67,-85.92
4268488,38.42,-83.72
79099323,36.52,-88.87
189738040,38.19,-84.54
165102380,39.07,-84.66
58688284,37.55,-85.27
56825607,38.02,-84.45
806747205,38.08,-84.53
117885840,37.13,-84.07
627149045,38.13,-85.88
117832107,37.69,-87.85
795124908,37.69,-87.85
256222,38.09,-83.90
807594478,38.09,-83.90
839173416,38.10,-83.89
79100275,36.66,-88.30
796926988,36.85,-86.90
603198847,38.22,-85.26
42568851,38.01,-84.18
5318720,42.25,-84.73
95938320,43.38,-84.62
182196,44.04,-83.68
255158,42.70,-83.27
270314,42.69,-83.27
272310,42.65,-83.24
290387,42.69,-83.27
117402814,42.68,-83.24
161893557,42.69,-83.27
193045,43.79,-82.99
28500007,42.34,-85.27
78794027,42.34,-85.28
151928512,42.31,-85.27
964625888,42.28,-85.09
5356688,43.60,-83.87
166405,42.23,-83.44
192096,42.24,-83.45
606645075,42.26,-83.44
94533879,41.82,-83.83
118730472,45.20,-84.98
243535,42.17,-83.23
189738,44.26,-85.41
62222047,44.26,-85.41
151927944,44.25,-85.41
186318176,44.25,-85.41
799543244,44.25,-85.42
202599,42.34,-83.44
51780094,42.33,-83.44
53480658,42.33,-83.44
782592,43.22,-85.55
99276631,42.47,-83.03
202281,42.32,-84.03
81027454,42.32,-84.02
239970,42.66,-82.85
928966266,42.62,-82.87
829883953,41.95,-84.97
795602551,42.53,-83.45
80102985,42.17,-84.65
245142,42.31,-83.17
245969,42.31,-83.17
80484131,42.39,-83.02
832427954,42.39,-83.07
117778503,42.78,-82.49
202326,44.30,-83.42
255281,44.27,-83.50
79191160,44.27,-83.50
168844970,44.30,-83.42
807876867,42.52,-84.65
5398615,43.82,-83.17
805650756,43.89,-85.26
4918686,42.70,-82.71
961533478,44.72,-84.01
35908680,43.83,-84.86
241729,43.01,-83.66
5356662,42.97,-83.72
926087230,42.97,-83.77
261412,42.65,-84.08
78699590,42.66,-84.08
17043084,42.92,-83.64
869009076,43.03,-86.21
965528966,42.75,-84.77
246306,42.89,-85.54
117364016,42.87,-85.53
137054321,42.89,-85.54
155283997,42.89,-85.56
808587047,42.86,-85.52
831144063,42.90,-85.59
963150821,42.45,-83.79
202384,42.39,-83.04
274068,42.76,-86.06
118713197,42.74,-86.11
146481796,42.83,-86.10
622830701,42.83,-86.09
801685900,42.76,-86.07
806348579,42.77,-86.12
828763503,42.83,-86.10
271890,42.62,-83.97
782598,42.63,-83.99
118722339,42.60,-83.95
603569013,42.60,-83.94
800788460,42.61,-83.95
940935307,42.62,-83.97
187856,42.83,-85.87
144340353,43.00,-83.06
235408,42.25,-84.48
5375217,42.27,-84.46
829721799,41.97,-84.66
2320260,42.87,-85.56
79331525,42.70,-84.62
603014643,42.71,-84.61
79792645,43.03,-83.35
198237252,43.05,-83.30
113062848,43.23,-82.53
202303,42.37,-83.37
6570626,42.37,-83.36
117888568,42.37,-83.40
118425563,42.37,-83.37
127389448,42.37,-83.32
556693708,42.37,-83.32
783738883,42.38,-83.40
809454945,42.37,-83.42
826221624,42.37,-83.32
966640810,42.37,-83.37
81315717,43.94,-86.40
80860086,42.67,-82.96
79472059,42.52,-83.09
836137521,42.14,-84.01
132713012,43.32,-83.07
160016291,42.56,-84.44
32893096,42.07,-83.69
202213,41.91,-83.37
261099,41.91,-83.37
79856210,42.50,-83.59
839434800,43.40,-85.79
134105084,43.00,-84.18
808935535,42.98,-84.20
606360444,42.26,-84.54
116910638,42.38,-83.51
809478295,42.38,-83.48
286849,42.62,-83.25
144331493,42.66,-83.29
79086795,42.95,-82.44
79153499,42.95,-82.45
826352788,42.95,-82.44
832688969,42.95,-82.45
962117854,42.95,-82.44
624807798,42.22,-85.53
808567049,41.95,-84.85
80172991,42.37,-83.27
785093308,42.37,-83.27
202433,42.18,-83.19
14760790,42.65,-83.15
6556740,45.35,-83.74
133892,42.26,-83.33
174755,42.21,-83.41
194985,42.23,-83.30
202546,42.18,-83.38
253799,42.19,-83.39
118793986,42.22,-83.37
876714374,42.22,-83.31
964008296,42.51,-82.90
187136283,43.41,-83.87
250571,42.84,-82.49
58806126,42.17,-83.75
79513993,42.17,-83.75
795124650,43.42,-82.83
848372038,42.67,-82.98
272328,42.67,-82.99
787025696,42.44,-83.30
808200724,42.84,-82.49
6532584,42.53,-82.88
942869389,42.04,-86.51
192302,42.55,-83.03
246942,42.57,-83.04
78502043,42.02,-86.51
783567159,41.80,-85.43
118732114,44.26,-83.52
202256,42.23,-83.30
122564896,42.23,-83.30
168000433,42.21,-83.27
361518970,44.74,-85.60
234906,42.56,-83.11
39776948,42.54,-83.11
80561115,43.71,-82.93
95399747,43.71,-82.93
202579,43.71,-82.93
5511852,42.47,-83.07
42321828,42.47,-83.07
53331476,42.48,-83.03
144811564,42.52,-83.03
160255170,42.49,-83.04
931588177,42.49,-82.96
946659208,42.46,-83.04
801446803,42.65,-84.18
20880208,42.50,-83.52
42364153,42.23,-83.55
86148012,42.23,-83.55
117670585,44.87,-93.40
192781,44.02,-91.60
87908374,44.02,-91.60
80339557,38.94,-92.20
8679040,37.76,-90.45
825701121,38.80,-90.74
79731152,39.16,-94.63
37815961,39.71,-94.89
202394,38.77,-93.70
79224061,38.77,-93.70
782040182,34.79,-89.43
122563351,34.15,-88.70
609590638,35.47,-82.57
126797,36.13,-79.43
104678219,35.27,-81.24
79706260,36.12,-80.81
80519140,35.86,-81.51
794738273,35.60,-80.85
861402808,35.72,-81.76
626192475,35.11,-79.46
102109746,36.35,-78.98
118679479,35.63,-80.53
831320515,35.71,-80.60
78778694,35.32,-81.62
118958043,35.26,-81.46
867066805,36.30,-78.97
5382718,41.43,-97.28
46680919,42.92,-71.42
101082738,43.02,-70.93
951561903,25.73,-100.53
2209013,42.95,-77.57
839147357,43.16,-77.66
832931278,41.47,-82.00
799834494,40.35,-83.78
21046771,41.35,-83.64
621218028,41.38,-83.60
117637757,41.40,-81.83
84562370,41.46,-84.53
251637,39.85,-82.79
80327561,40.94,-83.36
81170779,41.44,-81.64
20187800,39.96,-83.12
79807671,41.93,-80.60
4199030,40.78,-82.69
8038743,40.78,-82.69
361577687,41.43,-81.64
883267494,39.78,-84.18
838509636,40.84,-84.35
83798778,41.55,-84.77
117509434,41.55,-84.77
213033,41.05,-83.64
299891,40.94,-84.33
251892,40.40,-84.77
56894041,41.36,-83.15
299917,41.03,-82.52
43933931,39.97,-82.48
5036355,41.61,-83.79
38709341,41.61,-83.78
78796107,39.43,-84.21
271932,40.77,-82.52
4157145,40.77,-82.50
5034780,41.57,-83.68
259309,41.45,-81.10
202410,41.57,-84.61
782434414,41.17,-83.66
68091438,41.66,-83.44
202589,40.86,-81.75
55353143,41.18,-81.50
5050406,41.61,-83.55
107116860,40.55,-84.37
202376,40.90,-80.86
809773364,40.90,-80.86
78326607,41.42,-82.74
258301,40.27,-84.18
117999152,39.89,-83.78
786533922,41.26,-81.38
160283,41.09,-81.45
131978590,41.14,-83.18
5041371,41.70,-83.53
782583,39.87,-84.18
18414292,41.27,-80.79
196673412,39.31,-84.42
126003,40.60,-81.70
4469011,40.80,-81.91
255137101,43.98,-79.44
243570418,44.18,-77.41
243717548,44.18,-77.35
254139595,44.18,-77.35
253610190,44.11,-79.60
200159502,43.75,-79.70
248533346,43.70,-79.80
253608194,43.72,-79.67
256854258,43.72,-79.68
247049489,43.40,-80.32
160887,42.40,-82.17
205501729,43.82,-79.48
243258444,43.82,-79.49
255310500,43.83,-79.49
253639819,44.08,-79.43
205595858,43.70,-79.58
242420578,43.70,-79.59
252147277,43.70,-79.57
202603,43.55,-80.30
201040677,43.53,-80.30
248680126,43.53,-80.31
251057402,43.54,-80.29
247647191,43.29,-81.50
256850496,43.46,-80.46
209407907,44.34,-78.76
202642724,43.00,-81.20
246273569,42.98,-81.16
253715577,42.99,-81.14
203416813,43.85,-79.36
251101838,43.54,-79.91
208236844,43.62,-79.66
242059041,43.70,-79.63
247518780,43.70,-79.62
248734444,43.50,-79.63
254064116,43.72,-79.52
254043110,43.42,-79.71
256874421,42.89,-82.12
246602577,43.74,-79.62
245105499,43.85,-79.38
246844211,42.42,-81.88
245760087,43.82,-79.25
203819003,42.78,-81.16
253990576,42.77,-81.15
203894998,42.75,-80.77
246649263,43.36,-80.94
241201230,42.27,-82.41
205321953,42.84,-80.70
240887302,42.85,-80.71
243091449,42.85,-80.71
246773407,42.85,-80.71
248458648,42.85,-80.71
253716104,43.77,-79.55
201781858,42.58,-82.40
243678062,43.85,-78.92
201865151,42.28,-83.01
202815619,42.25,-83.09
204248595,42.26,-82.96
205833874,42.29,-82.97
207319245,42.30,-83.02
243263253,42.29,-82.91
246545297,42.27,-82.97
247650542,42.28,-83.07
254590136,42.24,-82.96
203020011,43.89,-81.31
240947622,43.77,-79.56
252796578,43.77,-79.55
203153762,43.12,-80.73
243668709,43.13,-80.71
938326642,42.12,-80.02
791708696,41.14,-77.35
63654768,41.41,-78.71
200108889,45.63,-73.87
203547013,45.39,-71.98
187234179,34.22,-80.57
79805299,34.68,-82.92
45492790,34.90,-81.86
812814590,22.05,-100.87
118312924,22.14,-100.95
78738786,35.09,-85.26
961613163,36.50,-82.76
80628940,36.57,-87.24
173433624,36.09,-84.11
202250,35.60,-87.12
80161197,35.15,-86.50
177116597,36.37,-86.42
118793030,35.99,-86.61
826433344,35.27,-87.32
118108328,35.42,-86.75
7018955,35.66,-88.38
54513510,35.70,-88.38
35749786,35.59,-87.86
151373446,36.35,-85.33
809576882,36.35,-85.33
16101995,35.43,-86.02
785152484,35.43,-86.02
160931614,35.78,-86.36
32020088,36.10,-89.25
79096990,35.95,-83.16
42204297,36.31,-88.26
202310,35.86,-83.93
202311,35.86,-83.93
247015,35.86,-83.93
197084635,35.96,-85.85
966350811,35.95,-85.47
124376786,36.53,-86.88
198535635,36.49,-86.85
118157081,36.26,-82.55
23797312,32.74,-97.05
78582205,30.43,-97.75
782620,25.91,-97.43
71556752,25.93,-97.44
602781056,25.95,-97.41
625121871,25.94,-97.44
803604771,25.95,-97.42
832388099,25.91,-97.43
937873065,25.93,-97.45
248914,29.35,-100.92
782614,29.35,-100.92
75921424,29.36,-100.92
148501836,28.71,-100.45
172148,31.61,-106.25
202545,31.70,-106.26
218859,31.71,-106.27
241182,31.67,-106.32
259622,31.66,-106.31
261230,31.73,-106.31
10751407,31.70,-106.28
62137612,31.72,-106.29
71758964,31.71,-106.29
78488161,31.73,-106.28
79741241,31.81,-106.39
80006750,31.81,-106.38
80107129,31.69,-106.26
124029161,31.72,-106.29
130030141,31.71,-106.29
790603224,31.71,-106.29
827574992,31.71,-106.29
965355311,31.72,-106.27
124974,27.62,-99.54
168641,27.62,-99.53
182121,27.61,-99.48
190694,27.61,-99.50
202240,27.61,-99.51
202277,27.61,-99.50
202362,27.62,-99.54
240903,27.61,-99.51
241752,27.55,-99.47
242990,27.61,-99.48
253674,27.61,-99.51
258939,27.70,-99.44
295352,27.62,-99.54
78415538,27.61,-99.49
79295246,27.61,-99.49
128879108,27.61,-99.50
160011953,27.61,-99.48
807647177,27.67,-99.46
272336,26.04,-97.73
258152,26.15,-98.28
52507980,26.14,-98.28
137355322,26.15,-98.27
118456429,29.74,-98.05
254714,26.10,-98.20
20840541,36.78,-76.37
130534886,36.94,-81.07
6423594,43.22,-88.14
202459,43.07,-88.76
785138343,43.18,-88.10
782636,42.53,-87.90
826395477,43.55,-89.49
609282405,43.02,-91.12
97092266,43.93,-90.81
152496,44.94,-92.27
255521,38.51,-81.64
79482805,34.16,-88.70
951655926,20.58,-100.18
951639084,25.57,-100.90
951628749,25.70,-100.14
202636,25.56,-100.93
951630009,25.60,-100.90
202652,25.77,-100.42
816664320,19.16,-98.38
202635,21.97,-100.87
812754739,22.12,-100.81
812828987,18.86,-97.07
951580155,18.86,-97.07
812460228,25.51,-100.97
888888888,27.46,-99.51
810324400,19.55,-99.17
117699620,40.74,-85.19
119060821,42.61,-83.25
951649864,20.58,-100.18
202637,20.56,-100.26
812760777,28.17,-105.44
814617353,25.59,-100.90
824381644,25.56,-100.92
812802220,25.90,-100.23
55908586,34.68,-87.61
202703,31.70,-106.26
951726654,21.06,-101.72
951731607,20.55,-100.27
812634369,25.59,-99.93
254028590,43.40,-80.28
79139605,37.98,-87.58
812754360,20.55,-100.27
361966534,42.56,-83.16
23782,25.51,-100.98
202547,26.95,-101.45
202632,20.63,-100.16
202710,20.99,-101.47
80799854,39.10,-88.56
118735283,43.46,-83.90
951586153,25.92,-100.29
951764605,32.58,-115.36
243299797,43.83,-79.31
204045756,43.70,-79.59
951714236,25.46,-100.98
951613687,20.50,-100.67
951711264,20.54,-100.57
812812912,20.63,-100.16
951650054,20.62,-100.16
79354248,42.24,-83.45
142793590,35.74,-86.95
607758000,38.54,-81.94
951578557,25.56,-100.92
812884102,25.97,-100.20
951768116,20.36,-99.95
119171131,31.74,-106.26
816212195,25.76,-100.12
79119516,40.08,-74.17
